"MonthlyIncome","ActiveSinceDays","Age","Graduate","Married","Single","NoOfChildren","NoOfTeenager","NoOfDaysSinceLastPurchase","NoOfDealsWithDiscount","NoOfWebPurchase","NoOfCatalogPurchase","NoOfStorePurchase","NoOfWebVisitsMonth","TotalNoOfCampaignAccepted","CustomerComplain","Cluster"
47175,2768,58,1,1,0,1,1,81,7,4,2,4,8,1,0,1
31859,2539,44,1,0,1,0,0,77,1,1,0,2,7,0,0,1
27215,2681,59,1,0,1,0,0,50,4,2,1,4,6,0,0,1
70179,2502,44,1,0,1,0,0,10,3,7,3,13,5,0,0,0
39922,2659,37,1,1,0,1,0,30,2,3,0,4,8,0,0,1
49681,2396,44,1,1,0,0,2,66,6,7,1,7,7,0,0,1
24645,2764,32,1,1,0,1,0,16,1,1,0,2,8,0,0,1
79865,2170,66,1,0,1,0,0,12,1,5,10,5,1,0,0,0
44322,2172,35,1,1,0,1,0,30,2,3,0,3,8,0,0,1
47958,2685,68,1,0,1,0,0,8,2,6,3,5,5,0,0,1
63972,2733,56,1,0,1,0,0,93,4,5,4,10,4,1,0,0
75315,2234,66,1,1,0,0,1,14,2,5,4,12,2,0,0,0
55517,2799,70,1,1,0,1,1,53,5,11,1,6,9,0,0,0
75283,2618,63,1,1,0,1,2,26,11,6,3,5,4,0,0,0
82800,2741,74,1,0,1,0,0,23,1,7,6,12,3,2,0,0
38998,2762,66,1,1,0,1,1,92,3,2,0,3,8,0,1,1
90638,2295,29,1,0,1,0,0,29,1,3,4,10,1,1,0,0
27161,2403,34,1,1,0,1,0,41,1,1,0,3,7,0,0,1
42014,2840,43,1,1,0,1,0,56,6,7,1,6,8,0,0,1
38201,2616,60,1,1,0,0,1,19,4,5,1,5,8,0,0,1
45203,2257,38,1,1,0,2,0,4,1,3,1,3,6,0,0,1
81574,2221,73,1,1,0,0,0,89,1,4,5,8,1,2,0,0
34935,2532,28,1,1,0,0,0,71,1,2,1,4,7,0,0,1
60482,2681,44,1,0,1,0,0,81,1,7,2,7,7,0,0,0
34633,2316,64,1,1,0,2,1,31,1,1,0,2,6,0,0,1
78093,2359,73,1,1,0,0,0,53,1,4,7,5,1,0,0,0
82460,2368,70,1,0,1,0,0,78,1,5,3,6,1,0,0,0
45903,2226,54,1,1,0,0,1,80,2,2,1,3,4,0,0,1
81361,2283,33,1,0,1,0,0,18,1,3,10,13,1,0,0,0
35860,2200,47,1,0,1,0,0,37,2,1,1,2,5,1,0,1
40442,2838,68,1,1,0,1,1,52,4,3,1,4,7,0,0,1
61482,2161,55,1,1,0,0,0,39,1,3,2,6,2,0,0,0
34968,2604,40,1,1,0,1,0,11,7,3,2,5,7,0,0,1
75794,2346,33,1,1,0,0,0,33,1,7,5,12,3,1,0,0
31497,2729,58,1,1,0,0,1,22,2,3,1,4,8,0,0,1
74268,2659,65,1,1,0,0,0,83,1,4,3,5,2,0,0,0
13724,2826,32,0,1,0,1,0,43,1,2,0,2,9,1,0,1
45143,2466,55,1,1,0,0,1,74,3,6,1,5,7,0,0,1
52569,2244,53,1,0,1,0,0,54,1,2,0,4,3,0,0,0
48432,2778,47,1,0,1,0,0,3,5,7,1,6,8,0,0,1
17144,2293,60,1,1,0,1,1,96,5,3,0,4,7,0,0,1
36108,2416,36,1,0,1,0,0,68,3,7,1,4,9,1,0,1
76445,2798,49,1,1,0,1,0,2,1,2,5,13,6,0,0,0
36663,2224,45,1,1,0,1,0,40,1,1,1,3,2,0,0,1
53843,2526,55,1,1,0,0,1,64,4,8,5,3,7,0,0,0
90226,2800,64,1,1,0,0,0,26,1,4,7,12,2,1,0,0
70638,2552,65,1,0,1,0,0,69,1,4,5,10,3,1,0,0
44512,2462,60,1,1,0,1,1,57,2,1,0,3,4,0,0,1
27116,2278,59,1,1,0,1,1,78,2,2,0,3,7,0,0,1
54072,2496,57,1,1,0,1,1,71,1,2,0,2,8,0,0,0
71855,2688,43,1,1,0,0,1,59,4,5,5,11,3,0,0,0
51250,2615,30,0,0,1,0,0,28,5,10,5,4,9,1,0,1
60432,2271,47,1,1,0,0,1,61,5,7,2,5,6,0,0,0
65526,2238,56,1,1,0,0,1,22,1,4,4,8,2,0,0,0
68655,2847,32,1,0,1,0,0,95,1,4,5,11,3,0,0,0
12393,2731,42,0,1,0,0,0,38,1,2,0,3,9,0,0,1
64509,2475,30,1,0,1,0,0,19,1,6,3,9,4,1,0,0
33955,2483,45,1,0,1,0,0,92,4,5,1,5,8,0,0,1
31353,2341,43,1,1,0,1,1,24,2,1,1,2,8,0,0,1
55434,2426,36,1,1,0,1,0,21,3,5,3,13,4,0,0,0
28359,2404,37,1,1,0,1,0,35,1,1,0,2,7,0,0,1
57100,2201,33,1,0,1,0,0,9,2,3,2,7,3,0,0,0
69139,2312,55,1,1,0,0,1,23,1,4,1,5,4,0,0,0
52973,2757,64,1,1,0,0,1,92,7,9,6,9,8,0,0,0
51717,2472,55,1,1,0,0,1,55,1,3,0,4,7,1,0,1
18793,2692,49,1,1,0,1,0,14,3,2,0,4,8,0,0,1
66664,2801,38,0,1,0,0,0,78,1,5,7,6,3,0,0,0
50664,2688,61,1,0,1,0,0,64,9,8,1,6,9,0,0,1
54414,2681,57,1,1,0,1,1,49,4,3,1,5,4,0,0,0
54549,2277,68,1,1,0,0,1,8,2,5,1,4,7,0,0,0
47111,2818,49,1,0,1,0,0,35,6,3,2,10,9,0,0,1
41003,2628,57,1,0,1,0,0,11,1,6,2,8,6,0,0,1
19444,2286,38,1,1,0,1,0,8,3,4,1,2,7,0,0,1
36301,2406,44,0,1,0,1,0,53,1,3,0,3,7,0,0,1
73059,2461,73,1,1,0,0,1,36,1,9,3,13,4,0,0,0
42731,2410,51,1,1,0,1,0,64,3,4,1,5,5,0,0,1
52854,2256,61,1,1,0,1,1,43,2,2,1,4,5,0,0,0
22775,2534,42,1,1,0,1,0,40,1,1,0,2,8,0,0,1
46681,2423,72,1,1,0,0,2,52,2,4,6,4,5,0,0,1
59821,2602,65,1,1,0,0,1,11,6,11,2,7,8,0,0,0
50002,2536,66,1,0,1,0,0,21,2,8,2,7,7,0,0,1
69755,2429,75,1,1,0,0,0,23,1,3,6,12,1,0,0,0
44078,2169,51,1,1,0,1,1,17,2,2,0,3,5,0,0,1
30560,2526,44,1,1,0,1,0,6,1,1,0,3,7,0,0,1
35924,2257,51,1,1,0,1,1,56,1,1,0,3,5,0,0,1
64140,2438,56,1,0,1,0,0,71,5,2,5,6,5,3,0,0
56386,2769,39,1,1,0,1,1,51,8,9,1,7,9,0,0,0
24594,2360,41,0,1,0,1,0,94,1,1,0,3,5,0,0,1
75774,2217,39,0,1,0,1,0,27,1,7,5,8,4,0,0,0
39228,2574,60,1,0,1,0,0,1,1,0,0,3,4,0,0,1
58494,2358,46,1,1,0,0,1,56,2,6,2,6,6,0,0,0
58684,2172,39,1,0,1,0,0,71,1,5,3,12,2,1,0,0
57136,2566,53,1,0,1,0,0,18,1,7,5,7,6,0,0,0
56551,2212,70,1,0,1,0,0,48,3,2,1,4,4,0,0,0
22448,2282,38,1,1,0,1,0,86,3,2,1,3,3,0,0,1
82014,2837,59,1,0,1,0,0,48,1,3,6,12,6,0,0,0
34213,2819,57,1,0,1,0,0,2,3,3,1,2,9,0,0,1
25358,2501,73,1,0,1,0,0,57,2,1,0,3,6,0,0,1
35544,2272,42,1,0,1,0,0,77,1,2,0,3,7,0,0,1
36634,2556,66,1,1,0,0,1,0,3,5,2,5,7,0,0,1
62670,2306,66,1,1,0,0,1,57,1,5,3,13,3,0,0,0
50334,2499,48,0,1,0,0,1,24,6,7,4,6,6,0,0,1
72066,2165,39,1,0,1,0,0,55,1,4,6,6,2,2,0,0
50729,2582,62,1,0,1,0,0,62,9,6,2,7,6,0,0,1
34916,2569,52,1,1,0,2,0,89,4,5,1,3,9,0,0,1
64892,2190,44,1,0,1,0,0,77,2,6,4,12,4,0,0,0
43602,2329,54,1,0,1,0,0,45,3,3,1,2,6,0,0,1
33996,2450,31,1,0,1,0,0,46,1,1,1,3,4,0,0,1
41473,2534,35,0,0,1,0,0,80,1,2,0,3,7,0,0,1
63246,2472,53,1,1,0,0,2,60,1,6,3,12,4,0,0,0
36732,2341,61,1,1,0,1,1,71,3,1,1,4,2,0,0,1
69084,2381,50,1,1,0,1,0,43,2,7,3,13,8,0,0,0
77766,2651,53,1,1,0,0,1,97,2,11,10,11,6,1,0,0
37929,2493,35,1,0,1,0,0,49,2,4,2,5,7,2,0,1
86610,2456,69,1,1,0,0,0,66,1,5,6,6,2,0,0,0
80141,2693,34,1,1,0,0,0,20,1,7,4,10,6,1,0,0
72635,2550,65,0,1,0,0,0,54,1,6,8,6,3,1,0,0
69016,2743,50,1,1,0,0,1,61,4,8,9,13,5,0,0,0
20193,2737,29,0,1,0,0,0,18,1,1,1,4,4,0,0,1
27573,2620,45,1,1,0,1,0,45,4,5,1,4,8,0,0,1
15862,2526,41,0,0,1,0,0,26,1,1,0,3,8,0,0,1
49544,2661,44,1,1,0,1,0,0,2,5,1,8,7,0,0,1
33228,2316,40,1,1,0,1,0,28,1,2,0,3,7,0,0,1
70440,2423,42,1,1,0,0,0,49,1,5,10,7,3,1,0,0
38232,2322,49,1,1,0,1,1,84,4,3,1,3,5,0,0,1
22554,2762,65,1,1,0,1,1,38,4,2,0,4,5,0,0,1
23536,2184,37,1,1,0,1,0,53,1,0,0,3,3,0,0,1
49413,2406,68,1,1,0,0,1,88,2,4,2,5,5,0,0,1
42231,2255,51,1,1,0,1,1,99,1,1,0,3,5,0,0,1
78789,2849,40,1,0,1,0,0,12,1,4,6,5,2,0,0,0
56534,2500,52,1,1,0,0,1,35,4,10,4,7,8,2,0,0
58350,2700,49,1,0,1,0,0,5,4,8,3,12,6,0,0,0
81217,2504,31,1,0,1,0,0,77,1,3,7,11,1,0,0,0
49090,2504,69,1,0,1,0,0,45,3,7,2,9,7,0,0,1
61787,2517,33,1,0,1,0,0,71,1,8,4,6,5,0,0,0
18169,2654,35,1,1,0,1,0,40,1,1,0,2,8,0,0,1
24336,2830,39,0,0,1,0,0,82,1,1,0,2,7,0,0,1
18222,2704,30,1,1,0,0,0,70,1,2,0,3,8,0,0,1
62335,2561,68,1,0,1,0,0,87,2,3,3,13,2,0,0,0
42033,2807,49,0,1,0,1,1,95,1,1,0,2,7,0,0,1
86580,2646,37,1,1,0,0,0,72,0,4,2,5,1,1,0,0
41437,2804,63,1,0,1,0,0,5,1,1,0,3,7,0,0,1
73705,2275,69,1,0,1,0,0,86,2,9,6,8,5,0,0,0
61064,2826,44,1,1,0,0,1,80,5,8,4,11,6,0,0,0
38452,2250,65,1,1,0,1,1,62,3,3,0,3,7,0,0,1
18358,2380,31,1,0,1,0,0,49,3,3,0,4,7,0,0,1
55012,2259,47,1,1,0,0,1,85,6,8,2,9,5,0,0,0
9722,2794,47,0,1,0,1,0,7,4,3,1,3,8,0,0,1
38175,2438,36,1,1,0,1,0,6,3,3,1,4,7,0,0,1
58656,2806,64,1,1,0,0,1,25,4,7,8,13,6,1,0,0
52117,2841,55,1,1,0,0,1,55,2,5,2,4,7,0,0,0
64813,2337,42,1,1,0,1,0,81,1,7,2,10,5,0,0,0
54222,2279,47,1,1,0,0,1,98,1,3,3,5,3,0,0,0
83512,2171,34,1,1,0,0,0,31,1,4,7,10,1,4,0,0
77520,2464,61,1,1,0,0,1,30,1,8,7,7,4,3,0,0
41154,2605,42,1,1,0,0,1,98,1,1,0,4,5,0,0,1
80398,2755,54,1,1,0,0,0,92,1,5,8,12,3,1,0,0
18746,2190,28,0,0,1,0,0,41,2,3,0,3,6,0,0,1
35196,2752,36,1,1,0,1,0,68,6,6,1,5,8,0,0,1
60230,2564,64,1,0,1,0,0,78,2,6,3,6,5,0,0,0
22108,2211,43,1,1,0,1,1,46,2,2,0,3,7,0,0,1
44392,2456,46,1,1,0,1,1,71,5,4,1,4,7,0,0,1
55424,2740,44,1,1,0,0,1,6,4,7,5,9,6,1,0,0
17688,2691,41,1,1,0,1,0,82,1,1,0,2,8,0,1,1
92491,2583,37,1,1,0,0,0,71,1,7,5,12,3,3,0,0
90273,2356,29,1,0,1,0,0,32,1,5,6,7,2,3,0,0
82571,2247,58,1,0,1,0,0,28,0,6,5,13,2,1,0,0
38513,2311,38,1,0,1,0,0,20,5,6,1,5,8,0,0,1
16653,2231,41,1,0,1,0,0,10,3,2,1,3,6,0,0,1
42586,2767,65,1,1,0,1,1,7,5,4,1,6,8,0,0,1
23529,2697,55,0,0,1,0,0,67,1,1,1,2,6,0,0,1
74881,2637,59,1,1,0,1,1,48,4,9,2,12,5,0,0,0
71107,2656,69,1,1,0,0,1,61,2,7,6,13,4,0,0,0
46910,2257,56,1,1,0,1,1,36,2,2,0,3,6,0,0,1
18690,2707,61,1,1,0,0,0,77,1,1,1,2,8,0,0,1
37244,2587,65,1,0,1,0,0,90,1,1,1,2,7,1,0,1
82427,2268,54,1,1,0,0,0,35,1,3,5,12,1,1,0,0
75342,2578,62,0,0,1,0,0,38,1,5,2,10,4,0,0,0
70044,2655,66,1,0,1,0,0,46,4,7,10,5,5,0,0,0
79146,2225,53,1,0,1,0,0,33,2,8,1,8,6,0,0,0
77437,2374,57,1,1,0,0,0,70,1,4,5,13,1,1,0,0
54984,2195,61,1,1,0,0,1,51,4,6,1,6,7,1,0,0
42403,2359,49,1,1,0,1,0,18,1,1,0,3,8,0,0,1
55761,2225,56,1,1,0,0,1,97,2,4,1,3,6,1,0,0
37292,2596,37,1,1,0,1,0,32,5,6,3,5,8,0,0,1
45576,2191,75,1,0,1,0,0,9,1,3,1,3,8,0,0,1
70321,2688,73,1,1,0,0,0,6,1,6,5,13,4,0,0,0
58086,2684,51,1,0,1,0,0,80,2,11,3,7,8,0,0,0
81795,2770,68,1,1,0,0,0,74,1,4,11,7,2,0,0,0
28389,2745,73,0,1,0,0,0,49,1,1,0,2,7,0,0,1
66835,2433,74,1,1,0,0,0,21,1,6,4,13,2,0,0,0
69901,2555,51,1,0,1,0,0,95,3,7,3,10,5,0,0,0
80360,2642,71,1,1,0,0,0,56,2,4,4,5,2,3,0,0
63342,2780,59,1,1,0,0,1,48,3,8,3,5,6,1,0,0
44989,2814,46,1,1,0,0,1,26,5,5,1,5,6,0,0,1
31859,2281,40,0,0,1,0,0,3,1,1,0,3,7,0,0,1
51569,2661,71,1,0,1,0,0,39,4,7,1,7,8,1,0,1
30372,2710,49,1,0,1,0,0,33,3,2,0,3,7,0,0,1
16014,2628,41,0,0,1,0,0,42,4,1,1,4,3,0,0,1
41120,2394,52,1,1,0,1,1,80,3,2,1,3,6,0,0,1
39763,2488,49,1,0,1,0,0,9,2,5,1,2,9,0,0,1
38725,2209,65,1,1,0,1,1,52,2,1,0,4,4,0,0,1
77981,2558,48,1,1,0,1,0,78,3,7,4,7,5,0,0,0
62905,2451,56,0,1,0,0,1,68,3,7,2,8,4,0,0,0
13533,2635,41,0,0,1,0,0,45,2,2,0,3,7,0,0,1
59481,2408,45,1,1,0,0,1,47,2,3,3,8,2,0,0,0
72117,2472,43,1,1,0,0,1,34,1,9,7,9,5,0,0,0
21955,2454,34,0,1,0,1,0,81,2,2,1,3,6,0,0,1
67131,2619,64,1,1,0,0,1,72,3,9,2,12,6,0,0,0
36802,2172,40,1,0,1,0,0,23,1,1,0,3,5,0,0,1
71853,2576,38,1,1,0,0,0,29,1,2,8,6,1,0,0,0
28249,2173,59,0,1,0,0,0,80,1,2,0,3,6,0,0,1
47808,2411,45,1,1,0,0,1,30,2,3,2,3,7,1,0,1
25509,2808,46,1,0,1,0,0,15,3,3,0,3,9,0,0,1
51012,2596,74,1,1,0,0,0,86,1,4,1,4,6,0,0,1
70596,2791,35,1,0,1,0,0,68,1,3,5,12,2,0,0,0
85431,2545,68,1,1,0,0,0,54,1,2,7,7,0,0,0,0
42664,2262,53,1,1,0,0,1,44,1,1,0,3,6,0,0,1
42586,2767,65,1,1,0,1,1,7,5,4,1,6,8,0,0,1
29760,2828,35,1,0,1,0,0,87,4,3,1,4,8,0,0,1
28973,2783,43,1,1,0,0,0,59,2,5,1,5,8,0,0,1
39435,2486,47,1,1,0,1,0,16,1,3,1,2,7,0,0,1
65370,2491,36,0,1,0,0,0,1,1,2,3,13,1,0,0,0
20194,2718,41,0,0,1,0,0,64,2,2,0,3,6,0,0,1
42473,2291,44,1,0,1,0,0,72,3,2,1,4,5,0,0,1
64590,2782,52,1,1,0,0,0,98,1,9,4,10,6,0,0,0
71232,2372,61,1,1,0,0,1,91,2,11,2,10,7,0,0,0
34600,2703,49,1,1,0,1,1,8,5,5,2,5,8,0,0,1
46904,2762,53,1,0,1,0,0,20,4,5,1,4,8,0,0,1
49094,2805,47,1,1,0,0,1,6,5,6,3,6,6,0,0,1
36075,2361,37,1,1,0,1,0,54,1,2,0,4,6,0,0,1
60839,2829,41,0,1,0,1,1,72,13,2,2,12,8,0,0,0
77298,2398,41,1,1,0,0,1,46,1,6,6,11,3,0,0,0
34026,2487,70,1,1,0,1,1,11,3,2,1,3,5,0,0,1
48918,2237,57,1,0,1,0,0,21,2,1,0,4,4,0,0,1
82122,2477,58,0,1,0,0,0,89,1,3,9,13,1,1,0,0
37697,2301,44,1,0,1,0,0,82,1,2,1,3,6,0,0,1
34074,2510,68,1,1,0,1,1,69,5,3,3,3,6,1,0,1
28520,2539,60,1,1,0,1,1,55,1,1,1,2,6,0,0,1
62535,2428,65,1,0,1,0,0,13,1,3,2,8,3,0,0,0
36273,2233,43,1,0,1,0,0,80,2,3,0,3,6,0,0,1
63404,2182,56,1,1,0,0,2,97,2,6,3,4,4,1,0,0
75774,2217,39,0,1,0,1,0,27,1,7,5,8,4,0,0,0
78416,2161,44,1,1,0,0,1,99,2,7,7,10,3,0,0,0
75702,2782,46,1,1,0,0,1,87,1,10,5,13,6,1,0,0
59385,2586,69,1,1,0,1,1,85,2,3,1,4,5,0,0,0
37070,2625,54,1,0,1,0,0,30,9,5,1,8,7,0,0,1
44689,2329,69,1,1,0,1,1,82,2,1,1,2,7,1,0,1
53977,2545,62,1,1,0,0,1,21,5,5,5,12,5,0,0,0
7144,2363,54,1,0,1,0,0,92,0,23,1,1,0,0,0,1
18701,2549,56,1,0,1,0,0,95,4,2,0,4,5,0,0,1
90369,2221,64,1,1,0,0,0,2,1,4,6,6,1,0,0,0
63159,2760,46,1,0,1,0,0,74,1,3,5,8,3,1,0,0
37758,2792,54,1,1,0,1,1,49,2,1,0,3,8,0,0,1
46757,2749,57,1,0,1,0,0,71,6,4,4,7,9,0,0,1
79734,2160,51,1,1,0,0,0,72,1,4,3,6,1,1,0,0
63207,2684,28,1,1,0,0,0,68,1,2,3,6,7,1,0,0
72071,2659,66,1,0,1,0,0,4,3,5,4,8,2,0,0,0
21840,2502,37,1,1,0,1,0,80,1,1,0,3,9,0,0,1
58582,2433,38,0,1,0,0,1,15,2,9,2,9,5,1,0,0
72282,2504,69,1,0,1,0,0,70,1,5,7,9,7,0,0,0
50387,2461,64,1,1,0,0,2,91,3,6,2,8,5,0,0,1
32583,2173,59,1,1,0,1,1,10,1,1,0,2,7,0,0,1
62568,2242,58,1,1,0,0,1,99,3,5,3,5,4,1,0,0
44635,2420,49,1,0,1,0,0,25,2,2,0,3,7,0,0,1
33316,2427,49,1,0,1,0,0,34,3,2,1,4,6,0,0,1
63967,2483,52,1,1,0,0,1,57,3,4,4,12,2,0,0,0
52513,2822,42,0,1,0,0,0,84,2,9,5,9,7,0,0,0
25293,2446,51,1,1,0,1,0,51,1,1,1,2,8,0,0,1
54111,2467,55,1,0,1,0,0,97,2,5,2,6,5,0,0,0
78394,2658,34,1,1,0,0,0,13,1,4,6,5,2,0,0,0
80739,2561,62,1,1,0,0,0,92,1,3,11,9,1,0,0,0
22669,2562,45,1,1,0,1,0,30,3,4,1,2,9,0,0,1
29236,2423,33,1,0,1,0,0,30,2,4,0,3,9,0,0,1
44911,2630,61,1,1,0,0,1,11,3,4,1,4,7,0,0,1
54693,2656,58,1,1,0,0,1,72,8,6,4,13,6,0,0,0
48186,2260,46,1,1,0,1,0,39,3,4,1,4,7,0,0,1
54809,2450,43,1,1,0,1,1,0,4,2,1,5,4,0,0,0
41580,2725,42,1,1,0,1,1,15,3,2,1,3,5,0,0,1
80336,2452,50,1,1,0,0,0,12,1,2,9,13,1,0,0,0
47743,2623,63,1,1,0,0,1,56,3,4,1,6,6,1,0,1
62972,2854,65,0,1,0,0,1,39,2,7,4,3,6,0,0,0
57333,2804,66,1,0,1,0,0,55,11,8,5,9,6,0,0,0
32313,2662,38,1,1,0,1,0,60,3,4,0,4,9,0,0,1
84953,2550,67,1,0,1,0,0,73,1,3,10,4,2,3,0,0
27071,2226,52,1,0,1,0,0,90,2,2,0,3,6,0,0,1
68148,2461,63,1,1,0,0,0,86,1,4,4,6,2,0,0,0
65735,2363,55,1,1,0,1,1,37,5,6,2,6,7,0,0,0
86836,2814,45,1,1,0,0,0,7,1,6,10,6,5,3,0,0
4023,2165,57,1,1,0,1,1,29,15,0,0,0,19,0,0,1
30093,2515,30,1,1,0,0,0,19,1,2,0,3,7,0,0,1
57705,2328,54,1,1,0,0,1,14,3,8,1,6,6,0,0,0
25008,2306,32,1,0,1,0,0,72,2,1,0,3,8,0,0,1
83257,2808,25,0,0,1,0,0,56,1,5,10,12,6,2,1,0
22280,2565,45,1,1,0,1,0,85,1,1,0,2,8,0,0,1
72159,2767,42,1,1,0,0,0,62,1,4,6,10,2,0,0,0
64260,2693,59,1,1,0,0,0,1,1,4,5,4,3,0,0,0
82733,2451,36,1,0,1,0,0,28,1,8,4,7,4,0,0,0
74290,2480,49,1,0,1,0,0,70,4,10,8,10,6,2,0,0
58217,2748,69,1,0,1,0,0,84,1,2,0,4,6,0,0,0
21024,2519,44,1,1,0,0,0,89,1,2,0,4,7,0,0,1
70116,2678,48,1,1,0,0,0,73,1,2,8,12,1,0,0,0
54006,2808,35,1,1,0,1,0,42,2,8,1,7,7,0,0,0
69063,2758,54,1,1,0,0,1,16,1,5,3,5,3,0,0,0
11448,2355,45,0,0,1,0,0,16,1,1,0,2,6,0,0,1
61825,2485,41,1,0,1,0,0,56,1,4,2,8,4,0,0,0
70886,2417,49,1,1,0,1,0,65,1,5,4,4,2,0,0,0
69109,2756,38,1,1,0,0,0,10,1,6,6,7,4,1,0,0
60208,2789,47,1,0,1,0,0,13,11,8,3,7,7,1,0,0
32889,2455,52,1,1,0,1,1,78,3,2,1,3,5,0,0,1
34738,2208,36,1,0,1,0,0,51,1,1,0,3,6,0,0,1
30538,2795,49,1,1,0,1,0,27,4,9,0,4,10,0,0,1
82326,2270,43,0,1,0,0,0,30,1,5,10,6,2,3,0,0
26642,2279,53,1,0,1,0,0,71,2,2,0,3,6,0,0,1
69932,2541,56,1,0,1,0,0,97,2,7,6,11,4,0,0,0
44503,2233,48,1,0,1,0,0,83,2,2,0,3,6,0,0,1
60200,2702,72,1,0,1,0,0,3,6,6,2,11,6,0,0,0
49638,2230,68,1,0,1,0,0,71,1,1,0,3,2,0,0,1
23830,2301,33,0,0,1,0,0,3,1,1,0,3,7,0,0,1
33051,2841,61,1,0,1,0,0,15,3,9,1,8,9,0,0,1
72905,2318,62,1,1,0,0,0,52,1,3,7,9,1,1,0,0
69702,2654,69,1,1,0,0,1,8,2,7,7,10,4,0,0,0
70300,2508,45,1,0,1,0,0,89,3,5,5,13,8,0,0,0
70643,2781,36,1,1,0,0,0,66,1,5,8,4,6,0,0,0
30396,2219,51,1,1,0,1,0,22,2,1,1,2,7,1,0,1
50616,2231,52,1,0,1,0,0,56,2,4,0,4,7,0,0,1
62772,2565,51,1,0,1,0,0,74,1,5,6,11,2,1,0,0
30298,2200,35,1,0,1,0,0,48,1,1,1,3,3,0,0,1
52413,2762,36,1,0,1,0,0,67,2,7,1,7,7,0,0,0
44155,2320,63,1,1,0,1,1,24,1,1,1,2,4,0,0,1
86979,2393,49,1,0,1,0,0,67,1,5,5,5,2,1,0,0
76532,2452,45,1,1,0,1,1,38,4,9,5,7,5,0,0,0
42081,2647,38,1,1,0,1,0,86,2,6,3,4,6,1,0,1
67546,2826,32,1,1,0,0,0,90,1,4,10,5,3,0,0,0
88420,2217,31,1,1,0,0,0,87,1,4,7,8,1,3,0,0
31158,2677,35,1,1,0,1,0,62,2,2,0,3,8,0,0,1
61671,2185,52,1,0,1,0,0,23,8,10,4,6,8,2,0,0
69719,2193,46,1,0,1,0,0,99,1,2,3,5,1,0,0,0
49160,2411,71,1,0,1,0,0,29,2,3,1,6,6,0,0,1
24882,2817,42,0,1,0,1,0,52,1,1,1,2,6,1,0,1
90933,2249,66,1,0,1,0,0,90,1,4,6,4,1,1,0,0
113734,2191,75,1,0,1,0,0,9,0,27,0,0,1,0,0,0
59292,2540,70,1,1,0,0,1,71,2,3,5,8,3,0,0,0
45759,2650,56,1,1,0,1,1,13,2,2,0,3,7,0,0,1
22148,2236,37,1,0,1,0,0,16,1,1,0,3,7,0,0,1
73395,2262,33,1,1,0,0,0,94,1,4,4,6,2,0,0,0
29819,2407,49,1,0,1,0,0,77,3,3,0,3,6,0,0,1
45688,2314,52,1,1,0,0,1,20,2,3,1,8,4,1,0,1
62820,2573,66,1,1,0,0,0,51,1,3,4,6,1,0,0,0
60491,2455,49,1,1,0,0,1,81,4,6,11,7,5,0,0,0
33235,2303,34,1,1,0,1,0,71,1,3,0,3,7,0,0,1
35701,2626,61,1,1,0,0,0,36,1,1,0,3,6,0,0,1
31535,2435,40,1,1,0,1,0,95,1,1,1,2,7,1,0,1
92556,2229,60,0,1,0,0,0,32,0,3,5,13,0,0,0,0
67384,2755,50,1,0,1,0,0,32,2,7,8,5,5,1,0,0
80573,2782,49,1,1,0,0,0,85,1,4,6,13,2,0,0,0
77870,2835,53,1,1,0,0,1,93,3,5,5,5,8,2,0,0
52278,2679,57,1,0,1,0,0,24,6,10,5,10,8,0,0,0
57107,2833,52,1,0,1,0,0,44,7,4,4,8,8,2,0,0
18929,2657,30,1,1,0,0,0,15,1,1,0,4,6,0,0,1
36038,2553,39,1,0,1,0,0,82,2,3,0,3,6,0,0,1
20180,2653,44,1,0,1,0,0,27,1,2,1,4,7,0,0,1
34230,2709,55,1,1,0,1,1,72,1,1,0,2,7,0,0,1
31878,2166,43,0,0,1,0,0,7,1,1,0,4,3,0,0,1
70932,2320,48,0,1,0,0,1,57,2,6,2,12,3,0,0,0
91249,2776,64,1,0,1,0,0,84,0,7,9,6,4,4,0,0
77598,2430,77,1,0,1,0,0,53,1,7,5,13,3,1,0,0
80982,2696,61,1,0,1,0,0,48,3,11,5,11,5,0,1,0
22701,2456,43,1,1,0,1,0,2,1,1,0,3,5,0,0,1
55212,2742,51,1,1,0,0,1,65,3,4,2,11,8,2,0,0
70617,2530,50,1,1,0,0,0,45,1,3,3,7,2,0,0,0
64849,2752,63,1,0,1,0,0,42,1,9,3,6,5,0,0,0
62694,2536,55,1,1,0,1,1,29,5,9,3,7,7,0,0,0
61917,2380,46,1,1,0,1,1,83,1,2,0,4,5,0,0,0
67472,2433,73,1,1,0,0,1,93,2,4,2,7,3,0,0,0
21059,2332,38,1,1,0,1,0,40,3,3,0,3,6,0,0,1
29543,2248,52,1,1,0,2,0,47,2,3,1,2,7,0,0,1
75903,2606,69,1,1,0,0,1,50,2,6,6,9,3,0,0,0
34984,2820,45,0,1,0,1,1,40,2,1,0,3,7,0,0,1
54998,2635,64,1,0,1,0,0,3,5,4,2,9,4,0,0,0
54356,2746,71,1,0,1,0,0,62,3,11,2,8,8,0,0,0
34242,2257,61,1,1,0,0,1,25,1,0,0,3,5,0,0,1
25410,2461,47,1,1,0,1,0,48,1,1,0,4,4,0,0,1
73356,2302,36,1,1,0,0,0,56,1,5,11,5,2,3,0,0
